 	Code	Rarity	Sex	Class	ByUse	Race	Faction	Place	China	Global	Paradox	Alr_ModX	Alr_ModY
	R130	☆4	0	7	1	17	30	99	Fri Nov 01 2019 00:00:00 GMT+0900 (日本標準時)	Wed May 20 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	VC01	☆4	1	3	0	26	12	7	Tue Nov 19 2019 00:00:00 GMT+0900 (日本標準時)	Wed May 27 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	LT02	☆4	1	3	2	16	9	4	Tue Dec 24 2019 00:00:00 GMT+0900 (日本標準時)	Tue Jun 30 2020 00:00:00 GMT+0900 (日本標準時)	0	1	0
	R160	☆4	1	5	1	8	6	2	Mon Mar 02 2020 00:00:00 GMT+0900 (日本標準時)	Wed May 19 2021 00:00:00 GMT+0900 (日本標準時)	1	0	1
	HK03	☆4	1	1	3	99	8	3	Tue Mar 17 2020 00:00:00 GMT+0900 (日本標準時)	Thu Sep 10 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	MN01	☆4	2	1	5	99	26	17	Wed Apr 01 2020 00:00:00 GMT+0900 (日本標準時)	Thu Apr 01 2021 00:00:00 GMT+0900 (日本標準時)	0	1	0
	R144	☆4	1	1	1	6	19	12	Tue Apr 21 2020 00:00:00 GMT+0900 (日本標準時)	Thu Dec 10 2020 00:00:00 GMT+0900 (日本標準時)	1	0	1
	R157	☆4	1	6	0	23	30	16	Thu Jun 18 2020 00:00:00 GMT+0900 (日本標準時)	Tue Sep 29 2020 00:00:00 GMT+0900 (日本標準時)	1	1	0
	R140	☆4	1	4	5	18	30	99	Thu Jul 09 2020 00:00:00 GMT+0900 (日本標準時)	Wed Oct 28 2020 00:00:00 GMT+0900 (日本標準時)	1	0	1
	LM14	☆4	0	7	3	5	2	1	Tue Aug 11 2020 00:00:00 GMT+0900 (日本標準時)	Wed Jan 20 2021 00:00:00 GMT+0900 (日本標準時)	1	1	0
	R139	☆4	1	3	6	26	19	12	Tue Aug 25 2020 00:00:00 GMT+0900 (日本標準時)	Thu Feb 25 2021 00:00:00 GMT+0900 (日本標準時)	1	1	0
	LT06	☆4	0	1	8	16	9	4	Thu Sep 24 2020 00:00:00 GMT+0900 (日本標準時)	Thu Mar 25 2021 00:00:00 GMT+0900 (日本標準時)	0	0	1
	R146	☆4	1	2	0	33	22	13	Thu Oct 15 2020 00:00:00 GMT+0900 (日本標準時)	Thu Apr 08 2021 00:00:00 GMT+0900 (日本標準時)	1	1	0
	R166	☆4	1	1	2	23	19	12	Sun Nov 01 2020 00:00:00 GMT+0900 (日本標準時)	Fri Apr 30 2021 00:00:00 GMT+0900 (日本標準時)	1	1	0
	CB09	☆4	1	3	1	26	19	12	Thu Dec 17 2020 00:00:00 GMT+0900 (日本標準時)	Tue Jun 22 2021 00:00:00 GMT+0900 (日本標準時)	1	1	0
	CB16	☆4	1	0	2	29	19	12	Tue Jan 05 2021 00:00:00 GMT+0900 (日本標準時)	Tue Jul 06 2021 00:00:00 GMT+0900 (日本標準時)	1	1	0
	II05	☆4	1	4	3	32	29	20	Tue Jun 01 2021 00:00:00 GMT+0900 (日本標準時)	Thu Dec 09 2021 00:00:00 GMT+0900 (日本標準時)	1	1	0
	CB11	☆4	1	6	5	2	19	12	Fri Sep 17 2021 00:00:00 GMT+0900 (日本標準時)	Thu Mar 17 2022 00:00:00 GMT+0900 (日本標準時)	1	1	0
	CB03	☆4	1	4	6	8	19	12	Mon Nov 01 2021 00:00:00 GMT+0900 (日本標準時)	Thu Apr 28 2022 00:00:00 GMT+0900 (日本標準時)	1	0	1
	R134	☆4	0	5	3	19	30	99	Thu Apr 14 2022 00:00:00 GMT+0900 (日本標準時)	Wed Oct 19 2022 00:00:00 GMT+0900 (日本標準時)	1	1	0
	R161	☆4	0	1	8	102	6	102	Thu Sep 15 2022 00:00:00 GMT+0900 (日本標準時)	Fri Apr 07 2023 00:00:00 GMT+0900 (日本標準時)	0	0	1
	SG11	☆4	0	3	3	26	22	13	Tue Oct 11 2022 00:00:00 GMT+0900 (日本標準時)	Thu Apr 27 2023 00:00:00 GMT+0900 (日本標準時)	1	1	0
	CB18	☆4	1	1	10	28	19	12	Tue Nov 01 2022 00:00:00 GMT+0900 (日本標準時)	Tue May 23 2023 00:00:00 GMT+0900 (日本標準時)	1	1	0
	R171	☆4	0	1	7	22	30	12	Thu Apr 06 2023 00:00:00 GMT+0900 (日本標準時)	Tue Oct 24 2023 00:00:00 GMT+0900 (日本標準時)	1	1	0
	VC25	☆4	0	7	5	32	12	7	Sun Oct 08 2023 00:00:00 GMT+0900 (日本標準時)	Tue Apr 16 2024 00:00:00 GMT+0900 (日本標準時)	1	1	0
	BV32	☆4	1	3	8	14	25	16	Wed Nov 01 2023 00:00:00 GMT+0900 (日本標準時)	Tue Apr 30 2024 00:00:00 GMT+0900 (日本標準時)	0	0	0
	BV33	☆4	1	2	4	18	25	16	Thu Apr 11 2024 00:00:00 GMT+0900 (日本標準時)	Thu Oct 10 2024 00:00:00 GMT+0900 (日本標準時)	0	1	0
	CB33	☆4	1	7	9	18	19	12	Fri Nov 01 2024 00:00:00 GMT+0900 (日本標準時)		0	1	0
	PA11	☆3	1	0	1	13	31	9	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	BS04	☆3	1	0	1	7	20	18	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	LT05	☆3	1	0	0	26	9	4	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	PA13	☆3	1	5	0	15	31	7	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	PA43	☆3	0	5	0	14	32	8	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	PA15	☆3	1	4	2	15	31	7	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	PA42	☆3	0	4	0	6	32	6	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	0	0	0
	PA12	☆3	1	3	0	14	31	8	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	PA44	☆3	0	3	0	16	32	4	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	0	0	0
	PA61	☆3	1	6	0	26	33	12	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	PA41	☆3	1	1	5	21	32	7	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	PA14	☆3	1	2	0	23	31	16	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	0	0	0
	PA45	☆3	1	2	0	23	32	5	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	PA63	☆3	1	3	4	13	33	9	Thu May 23 2019 00:00:00 GMT+0900 (日本標準時)	Wed Jan 22 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	PA62	☆3	0	1	8	15	33	3	Thu May 30 2019 00:00:00 GMT+0900 (日本標準時)	Wed Feb 05 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	PA65	☆3	1	1	0	14	33	8	Tue Jul 09 2019 00:00:00 GMT+0900 (日本標準時)	Wed Feb 26 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	PA64	☆3	0	2	2	29	33	13	Tue Jul 09 2019 00:00:00 GMT+0900 (日本標準時)	Sat Feb 22 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	A41	☆2	1	0	1	10	34	3	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	A44	☆2	1	4	0	19	34	99	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	R303	☆2	0	4	2	17	30	99	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	A42	☆2	0	3	0	17	34	99	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	0	0	0
	A43	☆2	0	2	0	10	34	3	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	1	0	0
	RCX2	☆1	1	5	0	30	30	12	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	0	0	0
	RCX3	☆1	0	1	5	30	30	12	Tue Apr 30 2019 00:00:00 GMT+0900 (日本標準時)	Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時)	0	0	0
	RCX4	☆1	0	7	0	30	30	12	Fri May 01 2020 00:00:00 GMT+0900 (日本標準時)	Wed Dec 30 2020 00:00:00 GMT+0900 (日本標準時)	0	0	0
	KZ15	☆1	1	3	0	30	16	12	Mon Nov 01 2021 00:00:00 GMT+0900 (日本標準時)	Thu Apr 28 2022 00:00:00 GMT+0900 (日本標準時)	0	0	0
	MH01	☆1	3	3	5	103	30	103	Tue Mar 07 2023 00:00:00 GMT+0900 (日本標準時)	Thu Sep 07 2023 00:00:00 GMT+0900 (日本標準時)	0	0	0
	U007	☆1	1	6	4	18	30	99	Sat Apr 01 2023 00:00:00 GMT+0900 (日本標準時)	Mon Apr 01 2024 00:00:00 GMT+0900 (日本標準時)	0	0	0
	RCX5	☆1	0	2	0	30	30	21	Sat Apr 01 2023 00:00:00 GMT+0900 (日本標準時)	Mon Apr 01 2024 00:00:00 GMT+0900 (日本標準時)	0	0	0
	RCX6	☆1	1	6	6	30	30	21	Wed May 01 2024 00:00:00 GMT+0900 (日本標準時)	Thu Oct 31 2024 00:00:00 GMT+0900 (日本標準時)	0	0	0
													
