Code	Rank	Material1	Count	Material2	Count	Material3	Count
SR35	10	13	15	30135	6	30064	4
SR35	11	13	8	31014	4	30103	6
SR35	12	13	12	30084	4	30104	7
SR35	13	13	15	30115	6	31064	4
SR35	14	13	8	30044	4	30073	4
SR35	15	13	12	30054	4	30084	7
SR35	16	13	15	30155	6	31014	4
SR35	17	3000	4	30135	2		
SR35	18	3000	4	3002	60	30115	3
SR35	19	3000	4	3001	20	30125	4
SR35	20	3000	4	30145	2		
SR35	21	3000	4	3002	60	30115	3
SR35	22	3000	4	3001	20	30135	4
SR36	0	37	5	30012	11	30042	5
SR36	1	39	4	30145	3	30064	4
SR36	2	11	5				
SR36	3	11	5	30021	5	30051	4
SR36	4	12	8	30032	5		
SR36	5	12	8	30042	4	30022	3
SR36	6	12	8	30083	6		
SR36	7	13	8	30103	4	30073	3
SR36	8	13	8	30104	4	31033	5
SR36	9	13	12	30074	4	31064	8
SR36	10	13	15	30115	6	31034	5
SR36	11	13	8	30054	4	31053	4
SR36	12	13	12	31024	4	30064	7
SR36	13	13	15	30135	6	30044	5
SR36	14	13	8	31044	4	31023	7
SR36	15	13	12	30104	4	30074	9
SR36	16	13	15	30145	6	30084	4
SR36	17	3000	4	30155	2		
SR36	18	3000	4	3002	60	30115	3
SR36	19	3000	4	3001	20	30135	4
SR36	20	3000	4	30155	2		
SR36	21	3000	4	3002	60	30145	3
SR36	22	3000	4	3001	20	30115	4
DB02	0	31	5	30022	8	30052	5
DB02	1	33	4	30155	3	30014	9
DB02	2	11	5				
DB02	3	11	5	30031	6	30041	4
DB02	4	12	8	30042	4		
DB02	5	12	8	30052	4	30012	5
DB02	6	12	8	30103	4		
DB02	7	13	8	30043	5	30063	3
DB02	8	13	8	31054	4	31043	6
DB02	9	13	12	30094	4	30014	10
DB02	10	13	15	30155	6	30104	4
DB02	11	13	8	30044	4	31063	3
DB02	12	13	12	31064	4	31014	9
DB02	13	13	15	30115	6	30084	6
DB02	14	13	8	30074	4	30083	8
DB02	15	13	12	31054	4	30064	6
DB02	16	13	15	30125	6	31044	5
DB02	17	3000	4	30115	2		
DB02	18	3000	4	3002	60	30135	3
DB02	19	3000	4	3001	20	30145	4
NM04	0	22	5	30032	8	30062	3
NM04	1	24	4	30115	4	31024	5
NM04	2	11	5				
NM04	3	11	5	30041	5	30021	4
NM04	4	12	8	30052	4		
NM04	5	12	8	30062	3	30032	3
NM04	6	12	8	30043	6		
NM04	7	13	8	31063	6	31033	3
NM04	8	13	8	31014	4	30023	9
NM04	9	13	12	30084	4	31034	7
NM04	10	13	15	30135	6	31054	6
NM04	11	13	8	30104	4	31023	5
NM04	12	13	12	30074	4	30044	7
NM04	13	13	15	30145	6	31064	4
NM04	14	13	8	31064	4	30093	4
NM04	15	13	12	31024	4	30064	6
NM04	16	13	15	30155	6	30104	4
NM04	17	3000	4	30125	2		
NM04	18	3000	4	3002	60	30135	3
NM04	19	3000	4	3001	20	30145	4
NM04	20	3000	4	30155	2		
NM04	21	3000	4	3002	60	30145	3
NM04	22	3000	4	3001	20	30115	4
LM21	0	28	5	30042	8	30012	5
LM21	1	30	4	30135	4	31054	8
LM21	2	11	5				
LM21	3	11	5	30051	6	30011	4
LM21	4	12	8	30062	3		
LM21	5	12	8	30012	5	30062	3
LM21	6	12	8	31063	6		
LM21	7	13	8	30053	5	31053	3
LM21	8	13	8	30084	4	31043	5
LM21	9	13	12	30054	4	30104	7
LM21	10	13	15	30115	6	30074	7
LM21	11	13	8	31024	4	30043	6
LM21	12	13	12	31044	4	30084	8
LM21	13	13	15	30125	6	30044	4
LM21	14	13	8	31054	4	30033	8
LM21	15	13	12	30014	4	31064	8
LM21	16	13	15	30135	6	31024	6
LM21	17	3000	4	30135	2		
LM21	18	3000	4	3002	60	30145	3
LM21	19	3000	4	3001	20	30115	4
LM21	20	3000	4	30115	2		
LM21	21	3000	4	3002	60	30135	3
LM21	22	3000	4	3001	20	30155	4
YD20	0	22	5	30052	7	30022	4
YD20	1	24	4	30145	3	30084	6
YD20	2	11	5				
YD20	3	11	5	30061	4	30031	4
YD20	4	12	8	30012	7		
YD20	5	12	8	30022	4	30052	4
YD20	6	12	8	30053	6		
YD20	7	13	8	31053	5	31013	3
YD20	8	13	8	30054	4	30103	4
YD20	9	13	12	31034	4	30074	8
YD20	10	13	15	30145	6	30094	4
YD20	11	13	8	31044	4	30073	8
YD20	12	13	12	31014	4	30054	8
YD20	13	13	15	30155	6	30044	4
YD20	14	13	8	30094	3	30053	4
YD20	15	13	12	30064	4	31054	6
YD20	16	13	15	30115	6	31034	5
YD20	17	3000	4	30135	2		
YD20	18	3000	4	3002	60	30115	3
YD20	19	3000	4	3001	20	30155	4
MH02	0	43	5	30062	5	30032	5
MH02	1	45	4	30155	3	30054	6
MH02	2	11	5				
MH02	3	11	5	30011	6	30061	4
MH02	4	12	8	30022	5		
MH02	5	12	8	30032	4	30042	4
MH02	6	12	8	31053	5		
MH02	7	13	8	31023	5	30093	3
MH02	8	13	8	31034	4	31053	3
MH02	9	13	12	30044	4	30094	7
MH02	10	13	15	30135	6	31014	6
MH02	11	13	8	30014	4	31013	8
MH02	12	13	12	31054	4	31044	9
MH02	13	13	15	30145	6	30014	4
MH02	14	13	8	31054	4	30013	9
MH02	15	13	12	30104	4	31024	8
MH02	16	13	15	30155	6	30064	3
MH02	17	3000	4	30135	2		
MH02	18	3000	4	3002	60	30125	3
MH02	19	3000	4	3001	20	30145	4
B215	0	37	5	30012	12	30062	3
B215	1	39	4	30115	4	31034	4
B215	2	11	5				
B215	3	11	5	30021	5	30051	4
B215	4	12	8	30032	5		
B215	5	12	8	30042	4	30022	3
B215	6	12	8	31023	6		
B215	7	13	8	31013	5	30033	3
B215	8	13	8	31044	4	30063	5
B215	9	13	12	30094	4	30084	8
B215	10	13	15	30115	6	31064	6
B215	11	13	8	30094	4	31033	7
B215	12	13	12	31024	4	31014	9
B215	13	13	15	30125	6	30054	5
B215	14	13	8	31054	4	30023	8
B215	15	13	12	30064	4	30044	5
B215	16	13	15	30135	6	31044	6
B215	20	3000	4	30145	2		
B215	21	3000	4	3002	60	30165	3
B215	22	3000	4	3001	20	30115	4
RL09	0	37	5	30022	10	30012	6
RL09	1	39	4	30125	4	30094	5
RL09	2	11	5				
RL09	3	11	5	30031	6	30041	4
RL09	4	12	8	30042	4		
RL09	5	12	8	30052	4	30012	5
RL09	6	12	8	31013	5		
RL09	7	13	8	30063	4	30013	5
RL09	8	13	8	30014	4	30093	7
RL09	9	13	12	31064	4	31054	8
RL09	10	13	15	30145	6	30044	3
RL09	11	13	8	30104	4	30033	6
RL09	12	13	12	30014	4	30074	10
RL09	13	13	15	30155	6	31024	4
RL09	14	13	8	30084	4	30013	7
RL09	15	13	12	30044	4	30094	7
RL09	16	13	15	30115	6	30074	7
RL09	17	3000	4	30115	2		
RL09	18	3000	4	3002	60	30135	3
RL09	19	3000	4	3001	20	30145	4
CB88	0	28	5	30032	8	30022	6
CB88	1	30	4	30135	4	31064	7
CB88	2	11	5				
CB88	3	11	5	30041	5	30021	4
CB88	4	12	8	30052	4		
CB88	5	12	8	30062	3	30032	3
CB88	6	12	8	30063	4		
CB88	7	13	8	30073	6	31023	3
CB88	8	13	8	30044	4	30103	3
CB88	9	13	12	31054	4	31034	7
CB88	10	13	15	30125	6	30014	6
CB88	11	13	8	31034	4	31063	3
CB88	12	13	12	30074	4	30054	8
CB88	13	13	15	30135	6	31034	5
CB88	14	13	8	31024	4	31013	6
CB88	15	13	12	30094	4	31064	7
CB88	16	13	15	30145	6	30084	4
CB88	17	3000	4	30115	2		
CB88	18	3000	4	3002	60	30125	3
CB88	19	3000	4	3001	20	30135	4
CB88	20	3000	4	30145	2		
CB88	21	3000	4	3002	60	30155	3
CB88	22	3000	4	3001	20	30135	4
RL10	0	40	5	30042	7	30032	4
RL10	1	42	4	30145	3	30104	6
RL10	2	11	5				
RL10	3	11	5	30051	6	30011	4
RL10	4	12	8	30062	3		
RL10	5	12	8	30012	5	30062	3
RL10	6	12	8	30073	7		
RL10	7	13	8	30033	6	31043	3
RL10	8	13	8	30064	3	31033	5
RL10	9	13	12	31014	4	30104	8
RL10	10	13	15	30155	6	30094	4
RL10	11	13	8	30094	4	31043	5
RL10	12	13	12	30054	4	31024	8
RL10	13	13	15	30115	6	31054	6
RL10	14	13	8	31044	4	30053	7
RL10	15	13	12	31034	4	30064	6
RL10	16	13	15	30135	6	31014	6
RL10	17	3000	4	30135	2		
RL10	18	3000	4	3002	60	30125	3
RL10	19	3000	4	3001	20	30145	4
LT40	0	22	5	30052	7	30042	4
LT40	1	24	4	30155	3	31014	7
LT40	2	11	5				
LT40	3	11	5	30061	4	30031	4
LT40	4	12	8	30012	7		
LT40	5	12	8	30022	4	30052	4
LT40	6	12	8	30033	7		
LT40	7	13	8	30023	6	30083	4
LT40	8	13	8	30054	4	30043	5
LT40	9	13	12	31034	4	30014	9
LT40	10	13	15	30145	6	30104	4
LT40	11	13	8	31024	4	31023	7
LT40	12	13	12	30104	4	31044	8
LT40	13	13	15	30155	6	30064	3
LT40	14	13	8	31054	4	30073	8
LT40	15	13	12	30044	4	30094	7
LT40	16	13	15	30115	6	31024	6
LT40	17	3000	4	30125	2		
LT40	18	3000	4	3002	60	30115	3
LT40	19	3000	4	3001	20	30135	4
SI07	0	25	5	30062	5	30052	4
SI07	1	27	4	30115	4	31044	7
SI07	2	11	5				
SI07	3	11	5	30011	6	30061	4
SI07	4	12	8	30022	5		
SI07	5	12	8	30032	4	30042	4
SI07	6	12	8	30023	7		
SI07	7	13	8	30013	6	30103	3
SI07	8	13	8	31064	4	30063	4
SI07	9	13	12	31044	4	31054	9
SI07	10	13	15	30125	6	30014	6
SI07	11	13	8	30074	4	30083	8
SI07	12	13	12	31014	4	31024	9
SI07	13	13	15	30135	6	30074	7
SI07	14	13	8	31014	4	31053	7
SI07	15	13	12	30094	4	30014	10
SI07	16	13	15	30145	6	31054	4
SI07	17	3000	4	30115	2		
SI07	18	3000	4	3002	60	30145	3
SI07	19	3000	4	3001	20	30125	4
LN10	0	31	5	30012	12	30032	5
LN10	1	33	4	30125	4	30044	5
LN10	2	11	5				
LN10	3	11	5	30021	5	30051	4
LN10	4	12	8	30032	5		
LN10	5	12	8	30042	4	30022	3
LN10	6	12	8	30013	8		
LN10	7	13	8	31043	5	30043	3
LN10	8	13	8	30014	4	30053	8
LN10	9	13	12	30064	4	31034	5
LN10	10	13	15	30155	6	30054	4
LN10	11	13	8	30094	4	30033	7
LN10	12	13	12	30014	4	30054	8
LN10	13	13	15	30115	6	31044	6
LN10	14	13	8	31044	4	30013	9
LN10	15	13	12	31034	4	31014	8
LN10	16	13	15	30125	6	30094	5
LN10	17	3000	4	30135	2		
LN10	18	3000	4	3002	60	30125	3
LN10	19	3000	4	3001	20	30155	4
LM22	0	43	5	30022	8	30042	5
LM22	1	45	4	30135	4	30074	6
LM22	2	11	5				
LM22	3	11	5	30031	6	30041	4
LM22	4	12	8	30042	4		
LM22	5	12	8	30052	4	30012	5
LM22	6	12	8	31043	5		
LM22	7	13	8	31033	6	30023	4
LM22	8	13	8	30084	4	31013	5
LM22	9	13	12	31064	4	31044	8
LM22	10	13	15	30135	6	30064	4
LM22	11	13	8	31054	4	30093	6
LM22	12	13	12	30084	4	30104	7
LM22	13	13	15	30145	6	31064	4
LM22	14	13	8	31034	4	30023	4
LM22	15	13	12	30054	4	30084	7
LM22	16	13	15	30155	6	31014	4
LM22	17	3000	4	30125	2		
LM22	18	3000	4	3002	60	30145	3
LM22	19	3000	4	3001	20	30115	4
LM22	20	3000	4	30115	2		
LM22	21	3000	4	3002	60	30145	3
LM22	22	3000	4	3001	20	30155	4
BS30	0	34	5	30032	10	30052	3
BS30	1	36	4	30145	4	30064	4
BS30	2	11	5				
BS30	3	11	5	30041	5	30021	4
BS30	4	12	8	30052	4		
BS30	5	12	8	30062	3	30032	3
BS30	6	12	8	31033	6		
BS30	7	13	8	30093	5	31063	3
BS30	8	13	8	30064	3	31063	4
BS30	9	13	12	30074	4	31064	8
BS30	10	13	15	30115	6	31034	5
BS30	11	13	8	30074	4	30083	8
BS30	12	13	12	31024	4	30044	7
BS30	13	13	15	30135	6	30084	5
BS30	14	13	8	31064	4	30063	4
BS30	15	13	12	30104	4	30074	9
BS30	16	13	15	30145	6	30084	4
BS30	17	3000	4	30155	2		
BS30	18	3000	4	3002	60	30145	3
BS30	19	3000	4	3001	20	30115	4
B216	0	22	5	30032	10	30052	3
B216	1	24	4	30145	4	31064	6
B216	2	11	5				
B216	3	11	5	30041	5	30021	4
B216	4	12	8	30052	4		
B216	5	12	8	30062	3	30032	3
B216	6	12	8	30103	4		
B216	7	13	8	31053	5	30033	3
B216	8	13	8	31034	4	30013	4
B216	9	13	12	31054	4	30084	8
B216	10	13	15	30125	6	31044	5
B216	11	13	8	31054	4	30073	5
B216	12	13	12	31044	4	31024	8
B216	13	13	15	30135	6	31084	6
B216	14	13	8	31034	4	31013	5
B216	15	13	12	31074	4	31044	8
B216	16	13	15	30145	6	31014	4
B216	17	3000	4	30155	2		
B216	18	3000	4	3002	60	30145	3
B216	19	3000	4	3001	20	30115	4
LT22	0	40	5	30052	7	30012	7
LT22	1	42	4	30115	4	30104	5
LT22	2	11	5				
LT22	3	11	5	30061	4	30031	4
LT22	4	12	8	30012	7		
LT22	5	12	8	30022	4	30052	4
LT22	6	12	8	30083	6		
LT22	7	13	8	30073	6	31023	3
LT22	8	13	8	31044	4	30053	7
LT22	9	13	12	31034	4	30074	8
LT22	10	13	15	30145	6	30074	4
LT22	11	13	8	30094	4	31083	5
LT22	12	13	12	30104	4	30044	7
LT22	13	13	15	30155	6	31034	3
LT22	14	13	8	31054	4	31023	7
LT22	15	13	12	31024	4	31034	7
LT22	16	13	15	30125	6	30014	6
LT22	17	3000	4	30155	2		
LT22	18	3000	4	3002	60	30145	3
LT22	19	3000	4	3001	20	30115	4
LN11	0	22	5	30062	6	30022	4
LN11	1	24	4	30135	4	31014	8
LN11	2	11	5				
LN11	3	11	5	30011	6	30061	4
LN11	4	12	8	30022	5		
LN11	5	12	8	30032	4	30042	4
LN11	6	12	8	30073	7		
LN11	7	13	8	30033	6	30043	4
LN11	8	13	8	31064	4	30033	6
LN11	9	13	12	30074	4	30014	10
LN11	10	13	15	30145	6	30054	4
LN11	11	13	8	30014	4	30083	8
LN11	12	13	12	31014	4	31074	8
LN11	13	13	15	30115	6	30074	7
LN11	14	13	8	30074	4	30043	8
LN11	15	13	12	30094	4	30054	7
LN11	16	13	15	30125	6	31074	5
LN11	23	3000	4	30115	2		
LN11	24	3000	4	3002	60	30135	3
LN11	25	3000	4	3001	20	30155	4
LN07	0	22	5	30012	12	30022	5
LN07	1	24	4	30145	4	31084	5
LN07	2	11	5				
LN07	3	11	5	30021	5	30051	4
LN07	4	12	8	30032	5		
LN07	5	12	8	30042	4	30022	3
LN07	6	12	8	30033	7		
LN07	7	13	8	31083	4	31013	3
LN07	8	13	8	31084	4	30023	7
LN07	9	13	12	30054	4	31014	9
LN07	10	13	15	30135	6	30084	6
LN07	11	13	8	31054	4	30083	7
LN07	12	13	12	30084	4	31044	8
LN07	13	13	15	30145	6	31014	4
LN07	14	13	8	30054	4	31063	5
LN07	15	13	12	31074	4	31084	8
LN07	16	13	15	30155	6	30054	4
LN07	17	3000	4	30145	2		
LN07	18	3000	4	3002	60	30135	3
LN07	19	3000	4	3001	20	30115	4
LN07	20	3000	4	30155	2		
LN07	21	3000	4	3002	60	30145	3
LN07	22	3000	4	3001	20	30115	4
JC07	0	22	5	30022	8	30032	5
JC07	1	24	4	30155	3	30094	7
JC07	2	11	5				
JC07	3	11	5	30031	6	30041	4
JC07	4	12	8	30042	4		
JC07	5	12	8	30052	4	30012	5
JC07	6	12	8	31083	4		
JC07	7	13	8	30053	6	30073	3
JC07	8	13	8	31024	4	30033	8
JC07	9	13	12	30014	4	30074	10
JC07	10	13	15	30115	6	30064	4
JC07	11	13	8	31074	5	30033	3
JC07	12	13	12	30044	4	31034	6
JC07	13	13	15	30125	6	31044	5
JC07	14	13	8	31064	4	30043	5
JC07	15	13	12	30104	4	31024	8
JC07	16	13	15	30135	6	31034	5
JC07	17	3000	4	30145	2		
JC07	18	3000	4	3002	60	30115	3
JC07	19	3000	4	3001	20	30125	4
RB15	0	25	5	30032	8	30042	4
RB15	1	27	4	30125	4	30014	8
RB15	2	11	5				
RB15	3	11	5	30041	5	30021	4
RB15	4	12	8	30052	4		
RB15	5	12	8	30062	3	30032	3
RB15	6	12	8	30053	6		
RB15	7	13	8	31033	6	30083	3
RB15	8	13	8	30064	3	31013	4
RB15	9	13	12	31044	4	30094	8
RB15	10	13	15	30145	6	31064	4
RB15	11	13	8	30104	4	31043	4
RB15	12	13	12	30064	4	30084	6
RB15	13	13	15	30155	6	30014	5
RB15	14	13	8	30074	4	30063	6
RB15	15	13	12	31084	4	30104	7
RB15	16	13	15	30115	6	31024	6
RB15	17	3000	4	30115	2		
RB15	18	3000	4	3002	60	30135	3
RB15	19	3000	4	3001	20	30125	4
NM05	0	34	5	30042	8	30052	3
NM05	1	36	4	30145	3	31054	6
NM05	2	11	5				
NM05	3	11	5	30051	6	30011	4
NM05	4	12	8	30062	3		
NM05	5	12	8	30012	5	30062	3
NM05	6	12	8	31033	6		
NM05	7	13	8	31063	5	30103	3
NM05	8	13	8	30094	4	31053	5
NM05	9	13	12	31054	4	31064	8
NM05	10	13	15	30135	6	31054	6
NM05	11	13	8	31054	4	30073	8
NM05	12	13	12	30074	4	30044	7
NM05	13	13	15	30145	6	30044	3
NM05	14	13	8	30014	4	31023	9
NM05	15	13	12	31024	4	30014	10
NM05	16	13	15	30155	6	30094	4
NM05	17	3000	4	30145	2		
NM05	18	3000	4	3002	60	30135	3
NM05	19	3000	4	3001	20	30115	4
YD06	0	22	5	30052	7	30062	3
YD06	1	24	4	30115	4	30074	8
YD06	2	11	5				
YD06	3	11	5	30061	4	30031	4
YD06	4	12	8	30012	7		
YD06	5	12	8	30022	4	30052	4
YD06	6	12	8	31063	6		
YD06	7	13	8	31073	4	31083	3
YD06	8	13	8	31074	4	30103	4
YD06	9	13	12	31034	4	31054	7
YD06	10	13	15	30125	6	30104	5
YD06	11	13	8	31064	4	30013	7
YD06	12	13	12	31064	4	30064	5
YD06	13	13	15	30145	6	31084	4
YD06	14	13	8	30044	4	31083	3
YD06	15	13	12	31054	4	31084	8
YD06	16	13	15	30115	6	31054	6
YD06	17	3000	4	30115	2		
YD06	18	3000	4	3002	60	30125	3
YD06	19	3000	4	3001	20	30135	4
YD06	20	3000	4	30145	2		
YD06	21	3000	4	3002	60	30115	3
YD06	22	3000	4	3001	20	30135	4
RS05	0	43	5	30062	5	30012	7
RS05	1	45	4	30125	4	30044	7
RS05	2	11	5				
RS05	3	11	5	30011	6	30061	4
RS05	4	12	8	30022	5		
RS05	5	12	8	30032	4	30042	4
RS05	6	12	8	31073	5		
RS05	7	13	8	30013	6	30053	4
RS05	8	13	8	31014	4	31033	9
RS05	9	13	12	30054	4	31044	8
RS05	10	13	15	30125	6	31034	4
RS05	11	13	8	31044	4	31073	6
RS05	12	13	12	31083	4	31024	8
RS05	13	13	15	30135	6	31044	6
RS05	14	13	8	30084	4	30093	5
RS05	15	13	12	30084	4	31014	9
RS05	16	13	15	30145	6	30094	4
RS05	23	3000	4	30135	2		
RS05	24	3000	4	3002	60	30155	3
RS05	25	3000	4	3001	20	30145	4
SW00	0	43	5	30012	12	30052	4
SW00	1	45	4	30135	4	30054	6
SW00	2	11	5				
SW00	3	11	5	30021	5	30051	4
SW00	4	12	8	30032	5		
SW00	5	12	8	30042	4	30022	3
SW00	6	12	8	30013	8		
SW00	7	13	8	30023	6	31053	3
SW00	8	13	8	31064	4	30063	4
SW00	9	13	12	31064	4	31074	8
SW00	10	13	15	30155	6	30014	5
SW00	11	13	8	30094	4	31063	6
SW00	12	13	12	31024	4	30064	6
SW00	13	13	15	30115	6	31024	6
SW00	14	13	8	30044	4	31083	3
SW00	15	13	12	30044	4	31034	6
SW00	16	13	15	30125	6	30104	5
SW00	17	3000	4	30135	2		
SW00	18	3000	4	3002	60	30145	3
SW00	19	3000	4	3001	20	30115	4
B00W	0	25	5	30022	9	30062	3
B00W	1	27	4	30145	3	30064	6
B00W	2	11	5				
B00W	3	11	5	30031	6	30041	4
B00W	4	12	8	30042	4		
B00W	5	12	8	30052	4	30012	5
B00W	6	12	8	30023	7		
B00W	7	13	8	31043	5	31063	3
B00W	8	13	8	30054	4	31053	4
B00W	9	13	12	30074	4	30084	8
B00W	10	13	15	30135	6	31014	6
B00W	11	13	8	31054	4	30043	7
B00W	12	13	12	31074	4	30014	10
B00W	13	13	15	30145	6	31064	4
B00W	14	13	8	31074	4	31033	6
B00W	15	13	12	31034	4	31054	7
B00W	16	13	15	30155	6	30054	4
B00W	17	3000	4	30145	2		
B00W	18	3000	4	3002	60	30135	3
B00W	19	3000	4	3001	20	30115	4
RE03	0	28	5	30032	8	30012	8
RE03	1	30	4	30155	4	30074	6
RE03	2	11	5				
RE03	3	11	5	30041	5	30021	4
RE03	4	12	8	30052	4		
RE03	5	12	8	30062	3	30032	3
RE03	6	12	8	31043	5		
RE03	7	13	8	31023	5	31043	3
RE03	8	13	8	30074	4	30013	11
RE03	9	13	12	30014	4	30054	8
RE03	10	13	15	30135	6	30064	4
RE03	11	13	8	30014	4	31043	8
RE03	12	13	12	30064	4	30074	7
RE03	13	13	15	30115	6	30084	6
RE03	14	13	8	30064	3	30023	5
RE03	15	13	12	30104	4	30044	7
RE03	16	13	15	30145	6	30074	4
RE03	20	3000	4	30135	2		
RE03	21	3000	4	3002	60	30155	3
RE03	22	3000	4	3001	20	30145	4
RE03	23	3000	4	30115	2		
RE03	24	3000	4	3002	60	30155	3
RE03	25	3000	4	3001	20	30135	4
DWDB	0	40	5	30042	7	30022	5
DWDB	1	42	4	30115	4	30084	6
DWDB	2	11	5				
DWDB	3	11	5	30051	6	30011	4
DWDB	4	12	8	30062	3		
DWDB	5	12	8	30012	5	30062	3
DWDB	6	12	8	31023	6		
DWDB	7	13	8	31013	4	30063	3
DWDB	8	13	8	30104	4	31023	5
DWDB	9	13	12	30094	4	31064	8
DWDB	10	13	15	30155	6	31074	4
DWDB	11	13	8	31084	4	31013	5
DWDB	12	13	12	31014	4	30094	9
DWDB	13	13	15	30125	6	31084	5
DWDB	14	13	8	31024	4	30033	8
DWDB	15	13	12	31044	4	30104	8
DWDB	16	13	15	30145	6	30044	3
DWDB	17	3000	4	30155	2		
DWDB	18	3000	4	3002	60	30145	3
DWDB	19	3000	4	3001	20	30115	4
AA00	0	22	5	30022	10	30012	6
AA00	1	24	4	30145	4	31054	2
AA00	2	11	5				
AA00	3	11	5	30041	5	30021	4
AA00	4	12	8	30052	4		
AA00	5	12	8	30062	3	30032	3
AA00	6	12	8	30093	5		
AA00	7	13	8	31023	5	31053	3
AA00	8	13	8	31014	4	30013	11
AA00	9	13	12	30094	4	30084	8
AA00	10	13	15	30115	6	31064	6
AA00	11	13	8	30104	4	30033	6
AA00	12	13	12	31024	4	30044	7
AA00	13	13	15	30155	6	31044	2
AA00	14	13	8	30054	4	31043	4
AA00	15	13	12	30084	4	30064	5
AA00	16	13	15	30135	6	31074	6
AA00	17	3000	4	30135	2		
AA00	18	3000	4	3002	60	30125	3
AA00	19	3000	4	3001	20	30155	4
R182	0	28	5	30032	8	30022	6
R182	1	30	4	30115	4	30064	5
R182	2	11	5				
R182	3	11	5	30051	6	30011	4
R182	4	12	8	30062	3		
R182	5	12	8	30012	5	30062	3
R182	6	12	8	31023	6		
R182	7	13	8	30033	5	30063	3
R182	8	13	8	30044	4	31013	3
R182	9	13	12	31044	4	30014	10
R182	10	13	15	30115	6	30104	6
R182	11	13	8	30064	4	30073	1
R182	12	13	12	31074	4	31034	7
R182	13	13	15	30155	6	30054	2
R182	14	13	8	30094	4	31073	5
R182	15	13	12	30014	4	31064	10
R182	16	13	15	30135	6	31084	5
SG14	0	22	5	30042	7	30032	4
SG14	1	24	4	30135	4	31074	5
SG14	2	11	5				
SG14	3	11	5	30061	4	30031	4
SG14	4	12	8	30012	7		
SG14	5	12	8	30022	4	30052	4
SG14	6	12	8	30033	7		
SG14	7	13	8	31063	5	30073	2
SG14	8	13	8	31024	4	30073	7
SG14	9	13	12	31034	4	31044	7
SG14	10	13	15	30145	6	31054	1
SG14	11	13	8	30084	4	31073	4
SG14	12	13	12	31064	4	31074	8
SG14	13	13	15	30125	6	31014	6
SG14	14	13	8	30044	4	30093	3
SG14	15	13	12	31044	4	30014	10
SG14	16	13	15	30115	6	30104	6
SG14	17	3000	4	30135	2		
SG14	18	3000	4	3002	60	30155	3
SG14	19	3000	4	3001	20	30145	4
SG17	0	25	5	30052	7	30042	4
SG17	1	27	4	30125	4	31014	7
SG17	2	11	5				
SG17	3	11	5	30011	6	30061	4
SG17	4	12	8	30022	5		
SG17	5	12	8	30032	4	30042	4
SG17	6	12	8	31063	5		
SG17	7	13	8	30103	5	31083	1
SG17	8	13	8	30064	4	31063	1
SG17	9	13	12	31074	4	31034	7
SG17	10	13	15	30155	6	30054	2
SG17	11	13	8	30094	4	30023	7
SG17	12	13	12	30014	4	31064	10
SG17	13	13	15	30135	6	31084	5
SG17	14	13	8	31024	4	31013	6
SG17	15	13	12	31034	4	31044	7
SG17	16	13	15	30145	6	31054	1
DD02	0	28	5	30062	5	30052	4
DD02	1	30	4	30155	4	30094	2
DD02	2	11	5				
DD02	3	11	5	30021	5	30051	4
DD02	4	12	8	30032	5		
DD02	5	12	8	30042	4	30022	3
DD02	6	12	8	30103	4		
DD02	7	13	8	31043	5	30083	3
DD02	8	13	8	31044	4	30103	5
DD02	9	13	12	31054	4	30104	8
DD02	10	13	15	30135	6	31024	6
DD02	11	13	8	30064	4	31043	1
DD02	12	13	12	31074	4	31034	7
DD02	13	13	15	30125	6	30054	5
DD02	14	13	8	31014	4	30023	10
DD02	15	13	12	30094	4	30084	8
DD02	16	13	15	30155	6	31064	2
DD02	20	3000	4	30145	2		
DD02	21	3000	4	3002	60	30115	3
DD02	22	3000	4	3001	20	30135	4
VC00	0	22	5	30012	12	30032	5
VC00	1	24	4	30145	4	30014	2
VC00	2	11	5				
VC00	3	11	5	30031	6	30041	4
VC00	4	12	8	30042	4		
VC00	5	12	8	30052	4	30012	5
VC00	6	12	8	31043	5		
VC00	7	13	8	30023	5	31073	4
VC00	8	13	8	30014	4	31033	9
VC00	9	13	12	30104	4	31084	7
VC00	10	13	15	30145	6	30044	1
VC00	11	13	8	31024	4	30053	6
VC00	12	13	12	31034	4	31044	7
VC00	13	13	15	30115	6	31054	6
VC00	14	13	8	30054	4	31013	4
VC00	15	13	12	30084	4	30064	5
VC00	16	13	15	30135	6	31074	6
VC00	17	3000	4	30145	2		
VC00	18	3000	4	3002	60	30115	3
VC00	19	3000	4	3001	20	30135	4
SR04	0	28	5	30042	8	30062	3
SR04	1	30	4	30145	4	30044	2
SR04	2	11	5				
SR04	3	11	5	30061	4	30031	4
SR04	4	12	8	30012	7		
SR04	5	12	8	30022	4	30052	4
SR04	6	12	8	30053	6		
SR04	7	13	8	31013	5	30093	2
SR04	8	13	8	31074	4	30043	6
SR04	9	13	12	31014	4	31034	7
SR04	10	13	15	30145	6	30054	1
SR04	11	13	8	30094	4	30013	8
SR04	12	13	12	30014	4	30084	8
SR04	13	13	15	30115	6	31064	6
SR04	14	13	8	30104	4	30093	4
SR04	15	13	12	31024	4	31084	8
SR04	16	13	15	30135	6	30044	5
SR04	17	3000	4	30135	2		
SR04	18	3000	4	3002	60	30155	3
SR04	19	3000	4	3001	20	30145	4
SR40	0	37	5	30032	10	30052	3
